Geneid	ck18FL1	ck18FL2	ck18FL3	ck18FL4	ck18HL1	ck18HL2	ck18HL3	ck18HL4	ck18K1	ck18k2	ck18K3	ck18K4
gene15317	0	0	0	0	0	0	0	0	0	0	0	0
gene15318	1409	1103	588	823	1116	1046	1136	504	605	1158	991	3430
gene15319	0	0	0	0	0	0	0	0	0	0	0	0
gene15320	1	1	1	0	2	0	1	0	1	2	0	5
gene15321	0	1	2	1	0	2	0	1	0	2	1	2
gene15322	25	20	7	4	33	20	38	10	18	13	16	11
gene15323	0	1	2	3	2	2	1	0	3	1	2	8
gene15324	7	5	0	2	3	0	1	2	1	0	0	4
gene15325	24	19	6	8	21	21	25	12	12	15	11	24
gene15326	897	660	493	935	829	502	758	516	471	730	759	3035
gene15327	2964	2283	1466	1933	2459	2155	2212	1363	1570	3059	2148	7796
gene15328	4637	3653	2327	3642	4241	3164	3561	2256	3009	4882	3342	14106
gene15329	95	64	54	102	95	61	68	56	61	60	43	185
gene15330	755	677	378	442	605	584	661	282	405	754	518	1880
gene15331	26345	20711	12740	19958	23215	18928	19439	12498	8593	15986	10130	43997
gene15332	1462	1239	795	1034	1137	992	1272	567	880	1797	1096	4774
gene15333	8535	7699	3421	4983	7372	6805	5064	3187	4282	8213	3745	15378
gene15334	1234	1151	419	558	961	863	588	378	449	911	421	1401
gene15335	965	872	504	998	815	722	765	593	516	846	610	2827
gene15336	163	103	62	95	120	89	108	65	190	155	98	450
gene15337	80	62	50	50	75	20	50	26	49	32	36	171
gene15338	1617	1395	804	1140	1485	1363	1313	762	907	1609	1069	4339
gene15339	0	0	0	0	0	0	1	0	0	0	0	0
gene15340	2908	2581	1341	1797	2570	2266	1922	1300	1367	1972	1086	4520
gene15341	342	261	155	220	285	233	230	126	241	409	258	1129
gene15342	3574	3214	1486	1998	2926	2741	2433	1342	2392	4898	2561	9867
gene15343	369	351	146	200	253	221	202	136	254	405	254	953
gene15344	1756	1221	901	1301	1592	947	1256	790	917	1261	1219	4731
gene15345	1427	1310	922	1323	1168	1101	1439	774	634	1196	1031	4044
gene15346	19	10	7	6	8	10	7	5	11	16	14	36
gene15347	34311	27029	17804	25122	27215	21566	26531	16451	15162	27176	20051	80558
gene15348	1218	1059	687	903	1239	851	926	556	813	1133	800	3420
gene15349	1	1	1	0	2	0	1	0	2	1	3	7
gene15350	2498	1835	957	1251	1864	1694	1407	858	1541	2346	1342	4586
gene15351	1042	954	636	851	911	855	990	541	545	1060	845	3091
gene15352	1330	953	610	857	855	685	843	447	630	796	634	2132
gene15353	481	421	225	309	305	289	429	169	190	191	212	695
gene15354	115	73	58	110	122	68	113	56	90	82	85	365
gene15355	34588	26465	17045	27248	25119	20815	26334	16779	14260	25232	18479	82687
gene15356	339	194	144	181	249	190	232	127	168	227	148	708
gene15357	8	31	11	23	6	19	10	12	8	29	26	100
gene15358	2	6	0	1	0	0	3	0	5	3	2	6
gene15359	2960	2369	1243	1863	2109	1901	2064	1124	1445	2783	1584	6673
gene15360	7	21	4	6	4	5	1	0	0	11	5	17
gene15361	1891	1770	944	1674	1352	1096	1160	781	977	1881	1583	6126
gene15362	626	543	394	554	558	464	605	362	311	572	448	1758
gene15363	7325	6106	3826	5261	6295	5440	5692	3491	2870	5728	4060	14915
gene15364	2	2	0	5	2	0	1	1	0	3	0	11
gene15365	51	47	21	47	92	36	47	30	6	7	2	27
gene15366	0	0	0	0	0	0	0	0	0	0	0	0
gene15367	1055	962	519	753	988	845	961	433	411	847	476	2038
gene15368	762	683	298	502	266	497	327	149	357	720	313	1712
gene15369	1	0	0	0	2	0	0	0	0	0	1	0
gene15370	1909	1167	920	1428	1361	888	1576	867	793	1205	1147	4704
gene15371	0	0	0	0	1	0	0	0	0	0	0	0
gene15372	0	0	2	1	0	0	0	1	0	1	0	0
gene15373	150	120	91	126	146	133	143	59	119	175	124	506
gene15374	5796	4370	3120	4765	5601	4044	4829	3157	1538	2816	2004	9707
gene15375	3972	3380	2153	3030	3194	2905	3290	1977	1775	3554	2410	10007
gene15376	774	646	303	516	677	595	562	338	364	747	360	1646
gene15377	0	5	1	3	3	6	2	1	3	2	4	9
gene15378	8	9	10	13	11	3	7	5	9	6	3	36
gene15379	39	60	27	28	36	45	56	20	10	26	19	84
gene15380	77	51	18	34	78	57	91	42	10	18	19	75
gene15381	273	205	135	177	227	172	223	102	216	331	202	905
gene15382	5	1	0	0	0	0	0	1	1	5	0	0
gene15383	6	8	8	17	9	6	2	3	2	7	2	18
gene15384	312	263	147	179	198	176	182	112	237	335	215	974
gene15385	2586	2219	986	1518	2001	2116	1627	867	1099	2600	1099	5433
gene15386	16006	13909	7091	11453	12625	14216	14688	7342	5672	12232	5959	32104
gene15387	9343	7413	3395	6063	7189	7666	7158	3704	2848	6444	3103	16359
gene15388	2834	2361	1322	2108	2049	1988	2585	1347	1594	2947	1882	8703
gene15389	842	807	371	561	652	688	729	349	400	850	445	2022
gene15390	7762	5802	4761	7404	6379	4549	7118	4412	3415	5277	5168	22206
gene15391	19	18	13	18	30	33	32	14	4	8	11	12
gene15392	4	3	0	2	0	1	0	1	0	1	0	1
gene15393	1357	1192	548	931	1236	1423	1149	609	799	1621	659	3768
gene15394	24225	22649	12781	20219	20557	18792	21302	11082	13861	25686	15629	69472
gene15395	1542	1379	594	884	1340	1360	1173	615	901	1815	790	3983
gene15396	487	329	163	280	355	288	309	151	320	489	354	1427
gene15397	345	256	157	235	337	296	306	183	145	178	146	660
gene15398	1721	1385	705	1120	1345	1082	1157	776	818	1346	796	4046
gene15399	1094	1037	763	950	957	808	1167	647	621	1020	856	3283
gene15400	0	0	0	0	0	0	0	0	1	0	0	3
gene15401	0	0	0	0	0	0	1	0	2	0	1	4
gene15402	2428	1902	1230	1795	1598	1533	1918	871	1787	2342	1484	7037
gene15403	21	21	10	21	17	21	12	6	8	15	6	32
gene15404	4710	3962	2420	3631	3544	3232	4197	2188	2243	4167	2989	12950
gene15405	1	2	1	2	0	0	1	0	1	0	1	8
gene15406	0	0	0	0	0	1	3	2	3	2	2	9
gene15407	4033	3508	1903	3030	3083	3298	3776	1800	2536	4390	2868	12646
gene15408	41	27	8	4	38	21	4	5	31	54	9	35
gene15409	2612	1680	1173	1807	2115	1457	1844	1287	855	1177	954	4644
gene15410	7324	6459	3461	4992	5819	5105	5656	3183	3515	6172	4281	16157
gene15411	969	923	389	623	720	981	906	404	356	753	373	1700
gene15412	377	254	105	192	355	290	288	126	140	279	154	667
gene15413	102	128	49	76	75	66	74	39	64	150	76	330
gene15414	622	400	284	521	419	330	508	264	268	307	283	1419
gene15415	510	432	243	422	391	349	403	220	276	541	411	1473
gene15416	1251	1138	843	1188	1107	903	1286	580	545	1188	884	3501
gene15417	8	15	5	7	4	10	5	5	15	17	4	48
gene15418	9264	7929	4917	7020	8272	6970	7570	4728	3673	7511	4971	20677
gene15419	0	2	0	0	0	1	1	0	0	0	0	2
gene15420	5817	4564	2760	3989	4483	3553	4287	2408	2746	4574	3316	13592
gene15421	1769	1504	946	1287	1325	1194	1359	777	943	1760	1154	4623
gene15422	498	313	208	296	604	529	559	261	43	67	44	256
gene15423	3887	2625	1483	2329	2786	2178	2681	1515	1084	1734	1194	4614
gene15424	1330	1209	660	980	1220	1135	1140	654	553	1136	710	2951
gene15425	513	669	335	420	289	397	392	181	310	687	434	1685
gene15426	3	0	1	2	4	1	1	0	25	6	4	27
gene15427	63	38	39	37	40	33	39	15	106	74	58	302
gene15428	631	507	346	484	444	388	590	359	303	562	431	1718
gene15429	464	432	254	394	432	370	437	205	269	422	360	1315
gene15430	5815	4218	2996	4494	4125	2881	4409	2521	2725	4413	3815	14819
gene15431	206	142	70	104	183	111	118	49	129	188	110	447
gene15432	357	316	144	200	430	272	240	162	86	173	84	396
gene15433	12975	12042	7309	10665	10731	9561	11018	5708	6795	13123	7762	33577
gene15434	147	67	73	63	59	38	49	29	390	197	107	517
gene15435	1305	942	632	917	1085	909	1047	666	436	973	703	2887
gene15436	355	286	194	341	279	198	291	167	216	333	340	1300
gene15437	899	1051	486	667	809	944	804	503	372	840	405	2010
gene15438	9607	7563	3587	4934	8035	6408	4805	3192	4017	7329	3939	14213
gene15439	819	698	378	473	594	640	512	304	502	1028	667	2276
gene15440	309	226	153	270	253	176	302	148	200	275	255	1134
gene15441	28	10	10	31	22	16	23	11	33	16	27	71
gene15442	123	69	45	65	78	47	70	44	94	62	137	330
gene15443	5	2	4	6	6	4	3	2	2	6	9	8
gene15444	0	0	2	2	0	0	0	1	0	2	0	2
gene15445	0	1	0	0	0	0	1	0	0	0	0	4
gene15446	337	204	90	97	170	117	109	65	104	149	96	200
gene15447	2446	1821	1114	1493	1965	1402	1371	940	1125	1801	1261	4746
gene15448	1654	1171	795	1308	1640	1116	1237	837	477	790	500	2523
gene15449	0	0	0	1	0	0	0	0	0	1	0	0
gene15450	3299	2240	1269	1887	2322	1600	1773	1155	1755	2823	1912	7526
gene15451	2381	2361	1581	2281	2090	1912	2559	1293	1737	3181	2228	10017
gene15452	3	5	1	8	2	1	4	1	2	3	2	13
gene15453	1039	931	439	631	765	701	627	359	402	744	485	1814
gene15454	9	10	8	7	13	0	4	4	5	2	5	19
gene15455	10494	8428	5580	7932	7398	6011	7089	4206	4595	8463	6231	25344
gene15456	607	536	360	551	531	533	648	333	266	535	368	1617
gene15457	2853	2931	1477	2031	2053	2343	2362	1150	1022	2575	1573	5712
gene15458	0	0	0	0	0	0	0	0	0	0	0	0
gene15459	1461	1120	594	808	1384	995	950	597	376	735	396	1567
gene15460	2760	1932	1252	1806	2120	1526	1947	1047	1226	1815	1420	5827
gene15461	403	346	188	193	556	525	572	302	332	610	303	1318
gene15462	331	202	91	166	237	140	205	110	153	253	142	708
gene15463	317	180	139	207	232	171	233	158	94	108	84	492
gene15464	0	0	0	0	0	1	0	0	0	0	0	0
gene15465	489	286	238	442	178	67	122	103	40	63	70	256
gene15466	675	428	283	380	569	384	399	286	331	444	335	1479
gene15467	3	0	3	4	4	2	3	3	0	0	0	5
gene15468	1268	995	480	651	976	566	449	330	583	682	258	1330
gene15469	1576	1173	690	1231	1146	942	1058	710	812	1132	923	4073
gene15470	3241	2900	1651	2279	2828	2508	2602	1540	2277	4624	2903	12120
gene15471	1	2	0	0	0	0	1	0	0	2	1	2
gene15472	0	0	0	0	0	0	0	1	1	1	3	3
gene15473	923	727	461	758	844	662	844	430	447	878	744	2975
gene15474	2879	2672	1684	2354	2483	2314	2646	1406	1166	2549	1766	7315
gene15475	1373	1063	560	753	1085	857	770	465	978	1631	961	3711
gene15476	505	254	223	402	330	174	331	205	545	436	485	2249
gene15477	0	1	0	1	0	0	0	1	1	0	0	9
gene15478	1591	1120	739	1230	1301	1013	1132	664	889	1358	1013	3736
gene15479	18259	14938	8831	12766	14540	11722	12570	8578	9117	16444	10859	44266
gene15480	967	915	566	797	858	950	979	506	417	986	634	2560
gene15481	1992	1658	929	1178	1709	1438	1385	846	1107	1840	1159	4162
gene15482	0	0	0	0	0	0	0	0	2	0	0	0
gene15483	481	298	142	261	432	309	278	164	341	421	255	1119
gene15484	2711	2317	1582	2292	2265	1833	2215	1283	1241	2034	1687	6324
gene15485	1466	890	477	742	1149	869	726	514	649	1011	674	2453
gene15486	4242	3562	2286	2992	3357	2765	3835	2194	1709	3450	3013	10336
gene15487	6275	5995	3637	5719	5342	5082	5382	3698	2512	5646	4007	17335
gene15488	819	398	345	594	831	448	677	527	354	450	512	2196
gene15489	0	0	0	0	0	0	0	1	0	0	0	0
gene15490	26	9	8	10	4892	3486	5258	3159	209	192	167	1139
gene15491	163	122	77	154	448	375	449	267	140	262	145	820
gene15492	2146	1701	971	1734	1049	924	1096	491	1201	1629	1224	5866
gene15493	1346	1278	620	944	1205	1264	1320	729	968	1976	1199	4847
gene15494	14	16	9	9	9	9	12	9	8	23	12	24
gene15495	1893	1604	893	1304	1628	1529	1590	898	816	1352	898	3386
gene15496	0	0	1	0	0	0	0	0	0	0	0	0
gene15497	3371	2639	1508	1933	2910	2445	2252	1481	1430	2585	1705	6042
gene15498	0	0	0	0	0	0	0	0	0	0	0	0
gene15499	1847	1645	910	1162	1455	1560	1297	795	1384	2977	1354	5417
gene15500	5	3	2	4	5	10	9	11	2	2	3	14
gene15501	0	2	0	0	3	1	3	2	4	0	0	7
gene15502	1286	1077	525	734	1200	946	892	562	564	1123	578	2513
gene15503	1544	1011	663	889	1357	840	894	625	1167	1294	866	3559
gene15504	294	246	130	200	285	208	227	143	173	320	191	753
gene15505	1267	984	657	860	1109	902	1031	657	707	1206	780	3386
gene15506	1128	919	549	702	962	991	958	611	844	991	605	2586
gene15507	614	722	370	515	450	600	524	308	291	755	435	1817
gene15508	164	116	61	94	146	61	105	51	111	132	80	354
gene15509	17	9	39	28	18	26	38	18	2	6	13	53
gene15510	2559	2018	1577	2345	2140	1632	2224	1515	993	1499	1252	5320
gene15511	7532	6276	3928	6263	5504	4987	6087	3957	3635	6965	4876	19440
gene15512	7	4	2	6	3	0	5	3	8	6	6	27
gene15513	1017	768	411	664	750	639	618	383	600	1058	657	2760
gene15514	1693	1389	881	1154	1040	1021	998	585	1596	2266	1226	5371
gene15515	4670	3540	2139	2838	3336	2634	2802	1756	3270	4646	3062	12392
gene15516	1571	1524	946	1338	1482	1220	1413	811	611	1305	911	3342
gene15517	11	23	28	23	1	1	5	0	5	7	3	10
gene15518	2858	2329	1481	2055	2262	1864	2059	1273	1134	2097	1480	5688
gene15519	3531	3588	1509	1839	2502	2844	1903	1214	1830	4307	2146	7974
gene15520	38480	29016	14098	20512	30698	22639	19455	12918	15746	25241	14325	59198
gene15521	2227	1770	1138	1561	1570	1325	1799	969	1167	1923	1432	5765
gene15522	0	0	0	0	0	0	0	0	1	0	0	1
gene15523	1127	1033	485	706	702	655	741	375	1105	1990	1133	4733
gene15524	1774	1568	916	1415	1417	1328	1553	867	708	1414	966	3890
gene15525	3319	2625	1334	1777	1943	1641	1693	987	1214	2167	1314	4554
gene15526	0	0	0	0	0	0	0	0	0	0	0	2
gene15527	6567	5115	3342	5018	5472	4254	4879	2944	2454	4300	3180	12622
gene15528	10066	7603	3857	5805	7493	5671	5193	3430	4615	7216	4583	16569
gene15529	0	0	2	3	3	2	3	0	2	0	2	1
gene15530	3	0	0	0	5	1	3	0	0	0	1	3
gene15531	2	1	3	0	1	1	0	0	0	0	0	0
gene15532	6490	4385	2556	4024	4973	3438	3946	2427	3893	5355	3882	15443
gene15533	1096	935	463	647	796	725	764	440	1119	1912	1128	5176
gene15534	642	313	299	434	466	264	438	271	462	472	556	2245
gene15535	385	202	142	169	278	185	144	135	320	299	185	648
gene15536	3145	2544	1237	1637	2464	2087	1878	1185	1612	2832	1621	5870
gene15537	794	702	307	522	660	669	620	349	367	874	477	1739
gene15538	1725	1750	610	881	1345	1531	923	546	1039	2145	860	3500
gene15539	4882	4183	1985	2629	3934	3438	2788	1826	2184	4251	2277	8028
gene15540	815	590	400	565	585	480	557	293	487	639	570	2131
gene15541	2	1	1	5	6	0	1	1	0	0	1	8
gene15542	814	1110	447	563	575	977	756	369	413	1033	483	2132
gene15543	6	1	2	5	0	1	4	1	0	0	2	17
gene15544	14	8	8	11	12	10	17	6	12	16	6	37
gene15545	11742	10296	5716	8058	9596	8655	8686	5369	6316	11679	7340	29236
gene15546	4092	2813	2206	3364	3301	2020	3163	2130	1836	2408	2061	9386
gene15547	4	1	3	1	0	4	0	0	0	5	0	9
gene15548	131	118	71	118	44	59	64	44	124	95	77	391
gene15549	13	7	0	4	6	6	7	4	22	37	2	44
gene15550	6	13	9	6	18	9	10	3	34	45	18	49
gene15551	50	28	32	29	31	16	38	24	26	45	44	137
gene15552	211	173	94	157	159	139	209	89	123	252	175	729
gene15553	5	0	1	0	2	5	1	1	0	0	3	8
gene15554	2	3	6	7	7	5	15	6	6	10	9	38
gene15555	13	22	7	8	20	17	17	7	38	62	25	120
gene15556	2497	2161	898	1032	2158	1725	1176	793	1506	2801	1370	4375
gene15557	1925	1660	631	863	1791	1739	1142	588	1381	2636	970	4210
gene15558	3341	2084	1210	1853	2608	1770	1854	1156	1628	2535	1988	6746
gene15559	661	356	168	309	422	254	212	134	385	538	299	1148
gene15560	1205	732	334	548	823	566	510	322	655	985	499	2159
gene15561	1564	1066	552	756	1156	899	837	490	770	1148	757	2978
gene15562	19	33	19	13	27	9	22	8	16	15	10	50
gene15563	711	586	295	441	483	440	417	257	416	614	393	1554
gene15564	4	14	8	7	11	10	7	0	4	10	9	31
gene15565	275	213	273	363	217	163	340	185	84	154	194	696
gene15581	2	0	1	1	5	1	3	0	0	0	0	3
gene15582	1566	1383	831	1218	1387	1194	1376	761	1053	1757	1375	5511
gene15583	22522	19514	10453	14433	17786	15006	15362	9153	10442	19152	12671	47509
gene15584	4959	4158	2625	3779	2914	2636	3332	1942	1857	3451	2380	9568
gene15585	1414	1201	595	808	1123	1069	864	574	894	1586	867	3230
gene15586	24	10	16	13	14	11	25	19	15	12	22	58
gene15587	4166	3019	2289	2921	3151	2480	3655	1798	2219	3431	2930	11451
gene15588	2742	2328	1223	1898	1936	2214	2229	1123	1133	2351	1373	5851
gene15589	2302	2590	1234	1822	1911	2216	2321	1146	4020	7127	3644	19526
gene15590	4569	3793	1775	2574	3900	3276	2492	1777	1883	3645	1785	7353
gene15591	263	257	73	216	114	142	82	88	280	467	238	1588
gene15592	4605	3682	2095	2904	3418	2814	3207	1785	2099	3517	2447	9101
gene15593	765	427	239	459	576	289	401	268	424	488	358	1910
gene15594	1828	1558	863	1144	1484	1387	1201	782	696	1527	925	3497
gene15595	4	0	1	4	2	2	0	1	1	1	3	4
gene15596	2235	1735	1023	1279	1977	1547	1425	872	755	1171	839	2924
gene15597	7150	5898	3696	5341	6115	5051	5160	3359	2747	4907	3722	14700
gene15598	7171	4372	3127	5252	4392	2788	4517	2700	3587	4051	4068	18524
gene15599	2	1	1	0	0	0	2	1	1	1	1	1
gene15600	3689	2859	1797	2563	2776	2141	2644	1603	1999	3191	2375	9270
gene15601	166	109	83	133	137	87	152	69	125	167	161	488
gene15602	2637	2083	1236	1831	2412	1824	2116	1257	1138	2165	1441	5783
gene15603	1	7	4	2	5	4	21	4	1	5	2	8
gene15604	6308	4747	3536	4756	4764	3916	5057	2935	2486	4242	3796	13451
gene15605	1290	912	595	898	841	677	896	489	876	1230	975	4329
gene15606	0	0	0	0	0	0	0	0	0	0	0	1
gene15607	0	0	0	0	0	0	0	0	0	0	0	0
gene15608	2	2	14	6	2	2	5	4	1	6	6	15
gene15609	0	0	0	0	0	0	0	0	0	0	0	1
gene15610	0	0	0	0	0	0	0	0	0	0	0	0
gene15611	27	10	5	14	19	18	20	9	11	8	12	41
gene15612	0	0	0	0	0	0	0	0	0	0	0	0
gene15613	0	0	0	0	0	0	0	0	0	0	0	0
gene15614	0	0	1	0	0	0	0	0	0	0	0	0
gene15615	1	1	2	5	0	1	4	1	0	1	1	17
gene15616	86	66	20	31	54	38	33	21	57	98	33	124
gene15617	0	0	0	0	0	0	0	0	0	0	0	0
gene15618	55	59	32	50	67	60	46	32	25	64	24	147
gene15619	0	0	0	0	0	0	0	0	0	0	0	0
gene15620	0	0	0	0	0	0	0	0	0	0	0	0
gene15621	0	0	0	0	0	0	0	0	0	0	0	0
gene15622	0	0	0	0	0	0	0	0	0	0	0	0
gene15623	0	0	0	0	0	0	0	0	0	0	0	0
gene15624	0	0	0	0	0	0	0	0	0	0	0	0
gene15625	0	0	0	0	0	0	0	0	0	0	0	0
gene15626	0	0	0	0	0	0	0	0	0	0	0	0
gene15627	0	0	0	0	0	0	0	0	0	0	0	0
gene15628	0	0	0	0	0	0	0	0	0	0	0	0
gene15629	619	370	265	559	484	339	438	288	336	384	330	1661
gene15630	0	3	0	1	0	1	1	0	4	12	2	14
gene15631	0	0	2	0	0	1	5	1	1	3	1	1
gene15632	0	0	0	0	0	0	0	0	0	0	0	0
gene15633	1305	929	732	993	1206	842	1166	635	644	970	808	3228
gene15634	33	20	11	27	38	15	39	11	26	12	22	116
gene15635	6118	5450	3306	4550	5298	4704	5142	3034	2380	4886	3384	12585
gene15636	1259	768	563	730	816	436	676	358	902	1104	951	3475
gene15637	421	368	201	207	358	304	262	146	186	377	262	785
gene15638	617	492	266	373	430	390	371	213	354	650	355	1502
gene15639	0	0	0	1	0	0	0	0	0	0	0	5
gene15640	3719	3252	1153	1675	3464	2852	1738	1161	2034	3642	1461	5554
gene15641	1405	1146	663	1109	1338	990	1114	697	655	1039	774	3543
gene15642	2633	2000	1394	2120	2132	1750	2541	1262	1239	2413	1822	7517
gene15643	2335	2037	1034	1341	1953	1796	1404	946	1362	2505	1432	4678
gene15644	4	6	2	3	5	4	7	4	2	6	5	11
gene15645	15237	12571	6482	10758	12402	10078	9241	6554	8072	13892	8174	37874
gene15646	119	95	48	42	20	32	34	9	600	632	264	1475
gene15647	7896	6830	4826	6530	7141	6125	7129	4542	3138	5901	4269	17119
gene15648	263	207	108	139	176	127	133	62	231	267	141	715
gene15649	0	0	0	0	0	0	0	0	0	0	0	1
gene15650	1	1	1	5	1	0	0	0	7	4	4	7
gene15651	0	0	0	0	0	0	0	0	0	2	0	3
gene15652	0	0	0	0	0	0	0	0	0	0	0	0
gene15653	2753	2338	1390	1867	2231	2001	1981	1144	1284	2460	1600	5698
gene15654	697	386	285	507	533	277	449	294	414	418	456	2069
gene15655	2761	2484	1313	1926	2376	2040	1871	1183	1527	2920	1717	7158
gene15656	1818	1747	855	1226	1559	1563	1416	730	1032	1460	718	3173
gene15657	673	466	246	420	575	379	392	261	363	593	375	1438
gene15658	1056	732	407	687	692	467	551	288	171	296	134	737
gene15659	0	1	0	0	0	0	1	1	0	1	0	0
gene15660	416	322	144	189	141	93	155	47	187	242	109	615
gene15661	636	627	350	345	250	322	487	152	1123	1885	1228	5184
gene15662	0	0	0	0	0	0	1	0	4	4	0	2
gene15663	0	0	0	0	0	0	0	0	0	0	0	0
gene15664	0	0	0	0	0	0	0	0	0	0	0	0
gene15665	1134	855	577	789	983	780	828	429	490	845	622	2383
gene15666	6754	5598	3302	4963	5760	4757	4896	3185	2831	4967	3771	14334
gene15667	20	15	15	10	10	8	92	11	13	15	19	46
gene15668	0	0	0	0	0	0	0	0	0	0	0	0
gene15669	1584	1431	757	1223	1331	1180	1498	673	968	1780	1051	4730
gene15670	1640	1284	821	1289	1433	1205	1416	760	807	1274	1002	4291
gene15671	4657	3771	2170	3670	3197	3210	3851	2084	1616	3022	2087	9852
gene15672	927	857	503	727	473	224	294	149	323	356	169	922
gene15673	0	0	0	0	0	0	0	0	0	0	0	2
gene15674	1	0	1	2	0	0	2	1	1	1	0	11
gene15675	7	10	6	12	5	5	1	2	23	35	20	154
gene15676	183	129	63	71	96	50	50	14	540	537	341	1583
gene15677	0	0	0	0	0	0	0	0	0	0	0	1
gene15678	42	62	43	37	39	37	40	12	20	35	29	51
gene15679	5270	4366	2981	4150	4186	3751	4404	2471	2128	4341	3283	13349
gene15680	8	4	2	5	2	9	6	2	7	14	10	34
gene15681	2598	2175	1394	1888	2563	2030	2039	1260	1154	2231	1568	5751
gene15682	0	0	9	1	1	0	0	0	0	0	0	0
gene15683	1	3	4	2	1	0	2	1	5	5	2	12
gene15684	662	493	349	479	427	325	311	199	162	324	247	812
gene15685	55	54	25	17	40	43	31	11	24	57	25	89
gene15686	674	688	446	591	568	552	573	335	327	675	453	1909
