Geneid	ck18FL1	ck18FL2	ck18FL3	ck18FL4	ck18HL1	ck18HL2	ck18HL3	ck18HL4	ck18K1	ck18k2	ck18K3	ck18K4
gene447	13	26	14	15	10	9	4	3	8	40	13	73
gene448	0	0	9	0	0	0	0	0	0	0	1	0
gene449	49	31	18	15	55	37	26	21	27	33	27	67
gene450	2200	1368	535	698	2858	1457	930	746	490	821	406	1422
gene451	3760	2190	1365	2289	2873	1716	1958	1405	1957	2340	1876	7065
gene452	597	574	359	440	582	443	559	301	479	910	619	2298
gene453	2859	2720	1203	1667	2295	2069	1745	1155	1737	3440	1843	6215
gene454	2538	1763	1041	1440	1882	1402	1477	882	1321	1990	1446	5168
gene455	120	137	124	154	103	111	247	146	180	381	219	782
gene456	359	456	135	133	103	87	100	57	737	1053	373	1487
gene457	0	0	0	0	0	0	0	0	0	0	0	0
gene458	0	0	0	0	0	1	1	0	4	2	4	2
gene459	699	585	252	290	450	524	342	146	1159	2335	1381	4394
gene460	100	54	28	48	68	74	67	14	343	616	432	1374
gene461	123	169	98	113	114	150	137	80	139	234	164	517
gene462	2	1	0	0	0	0	2	1	2	3	1	7
gene463	43	8	11	17	24	13	9	7	38	14	17	39
gene464	2535	2008	1298	1884	2010	1549	1851	1198	1096	1862	1462	5765
gene465	26613	23947	16154	21037	21594	20074	22194	13171	13669	29617	23287	79419
gene466	265	210	90	146	263	174	172	96	173	320	172	667
gene467	2077	1937	1150	1306	1977	1611	1675	885	1587	2131	1376	4804
gene468	15	5	7	2	6	15	4	0	13	18	8	8
gene469	1993	1691	895	1237	1667	1416	1349	872	921	1635	1111	3998
gene470	1005	633	470	628	1097	601	804	470	1766	1768	971	6533
gene471	2555	2006	1172	1652	2147	1897	1876	1200	1153	2284	1563	6496
gene472	313	146	76	113	254	146	130	93	186	172	136	508
gene473	0	0	0	0	0	0	0	0	0	0	0	0
gene474	389	466	271	226	248	322	330	170	879	1861	878	3489
gene475	32	21	3	5	23	19	8	1	19	28	9	41
gene476	10	5	1	3	2	6	8	2	7	27	14	32
gene477	26	30	7	10	16	17	10	3	21	42	8	46
gene478	167	153	82	91	128	126	108	61	102	254	119	389
gene479	1829	1610	666	842	2066	1960	1474	903	2031	4523	2452	8842
gene480	3888	2579	1728	2389	2840	2074	2316	1396	2362	3124	2397	8671
gene481	0	1	0	0	0	0	0	0	0	1	0	0
gene482	41	13	9	24	20	22	19	15	29	27	25	98
gene483	19652	17295	10442	14317	18467	14949	16347	9465	11616	19531	12916	53703
gene484	3	6	2	6	5	1	1	3	4	4	1	21
gene485	5	5	5	1	0	4	2	3	10	16	4	30
gene486	1	0	2	0	0	1	1	0	1	1	0	1
gene487	3	2	1	0	1	3	0	0	9	4	0	2
gene488	16	3	9	4	3	5	3	1	31	1	0	7
gene489	623	382	252	248	477	312	364	217	766	991	446	1944
gene490	1240	929	598	869	889	614	925	568	1313	1902	933	5100
gene491	134	95	57	38	30	23	18	20	486	354	107	1256
gene492	2022	1415	735	1017	1682	1198	1052	639	670	1326	690	2532
gene493	339	238	141	202	265	201	183	92	157	310	192	708
gene494	0	1	0	0	0	0	0	0	0	0	0	0
gene495	1261	1371	568	578	902	968	648	358	845	1577	672	1982
gene496	2925	2218	1377	1936	1926	1415	1486	1011	762	1621	1128	3834
gene497	1	5	3	0	2	3	5	3	1	5	3	9
gene498	89	75	57	75	28	41	50	18	43	59	57	117
gene499	18	13	4	9	7	3	2	0	0	0	1	2
gene500	3110	2488	1187	2007	832	466	409	325	317	715	663	1596
gene501	204	81	91	105	92	38	74	46	38	32	52	206
gene502	2348	1715	803	1061	605	106	72	63	3	10	3	6
gene503	0	0	0	0	0	0	0	0	0	0	0	3
gene504	594	542	178	285	504	381	288	174	498	741	334	1496
gene505	715	474	234	296	529	403	306	162	443	682	366	1156
gene506	1320	1307	790	1041	1136	1017	1134	633	943	1772	1474	4492
gene507	1716	1207	791	957	1497	944	1151	722	1253	1742	1240	4704
gene508	702	630	323	306	669	879	587	380	1646	3817	1281	7354
gene509	7337	4883	2257	3389	9835	6151	5469	3510	719	1280	685	3568
gene510	1548	969	602	683	2298	1497	1709	923	197	276	229	738
gene511	2498	1995	968	1246	2576	2059	1752	1090	994	1868	1060	3645
gene512	6525	4768	2781	3254	7803	6410	6340	3398	3028	4521	3393	12043
gene513	0	0	0	0	0	0	0	0	0	0	0	1
gene514	0	0	0	0	0	0	0	0	0	0	0	0
gene515	7	13	4	2	6	17	4	1	0	11	0	13
gene516	1331	944	334	446	825	430	283	233	835	783	228	1131
gene517	15710	14986	8169	9848	5282	5317	5865	2940	9908	13869	8984	32096
gene518	3725	3717	2327	2514	1173	1350	1480	748	4246	5253	2860	10433
gene519	0	1	0	0	1	0	1	0	1	6	2	3
gene520	2	1	0	0	0	1	0	0	0	0	0	0
gene521	0	0	0	0	0	0	0	0	0	3	2	1
gene522	5129	3513	1880	2778	4850	3081	3173	2113	3457	4517	2731	10967
gene523	1	0	0	0	0	2	0	0	2	0	0	6
gene524	1	0	0	0	0	0	0	0	0	0	0	0
gene525	8	2	2	2	5	1	0	1	1	2	5	3
gene526	5295	4152	2535	3726	4567	3501	3830	2616	2722	4316	3344	12236
gene527	0	1	2	2	0	0	1	1	5	0	3	5
gene528	0	3	0	3	0	0	0	0	2	7	0	6
gene529	10281	8780	4694	6265	8032	7555	6624	4238	3916	8074	4725	16896
gene530	7874	6213	2863	3944	7086	5517	4061	2798	3526	6339	3289	11808
gene531	1006	869	627	887	869	699	859	579	533	937	754	3071
gene532	601	484	232	351	1710	1420	1160	873	309	490	290	1062
gene533	452	397	198	252	432	368	301	208	243	446	251	991
gene534	0	0	0	0	0	0	0	0	2	1	0	0
gene535	3077	2478	1255	1777	3073	2108	2305	1622	1438	2414	1597	5927
gene536	825	720	437	722	745	620	729	536	370	754	619	2540
gene537	730	541	230	314	269	210	207	116	229	325	290	830
gene538	724	719	407	608	591	656	783	380	358	887	524	1982
gene539	2398	2190	1128	1644	1918	1778	1625	1024	1137	2219	1194	5698
gene540	779	1142	551	858	644	948	780	552	347	1164	687	2534
gene541	1675	1681	786	1039	1249	1240	1300	685	502	902	724	2063
gene542	2440	1738	1123	1667	1823	1558	1626	1056	852	1329	1084	4438
gene543	10	2	6	2	2	2	2	0	2	9	10	23
gene544	7190	5666	3372	4903	6091	4998	5049	3189	3499	5754	3455	14785
gene545	2945	1914	1478	2082	2725	1876	2257	1364	1389	1974	1912	7306
gene546	0	0	0	0	0	0	0	0	0	0	0	0
gene547	33	27	23	32	68	91	85	34	75	123	75	458
gene548	2726	2605	1981	2918	2504	2450	3348	1823	1229	2466	1806	8656
gene549	160	138	88	117	103	93	111	78	31	67	48	239
gene550	29	62	31	41	28	63	37	27	15	47	30	83
gene551	4535	3338	2040	3462	4030	2850	2970	2162	2111	3396	2298	10579
gene552	0	0	0	1	0	0	1	1	0	0	0	0
gene553	18	19	4	2	14	17	10	4	4	16	9	18
gene554	4863	3431	2249	3098	3380	2219	2899	1788	1119	1509	1143	4432
gene555	2933	2621	1490	1958	2338	1952	1930	1144	1304	2298	1488	4874
gene556	16	9	8	7	16	5	14	6	14	18	31	37
gene557	185	152	82	108	146	120	128	73	181	291	162	575
gene558	3408	2646	1726	2149	2786	2162	2259	1462	1622	2723	1971	7251
gene559	0	0	1	0	0	0	0	0	1	0	1	2
gene560	3	2	0	0	1	0	0	0	1	0	0	4
gene561	0	0	0	0	0	0	0	0	0	0	0	0
gene562	0	2	0	0	0	0	1	0	0	2	0	0
gene563	0	0	0	0	0	0	0	0	0	0	0	0
gene564	0	0	0	0	0	4	0	1	1	0	1	3
gene565	0	0	0	0	0	0	0	0	0	0	0	0
gene566	3	0	0	0	0	0	0	0	0	0	0	1
gene567	0	0	0	0	0	0	0	0	0	0	0	0
gene568	13233	10466	5694	8122	10713	9564	9146	5428	4940	9668	6321	22045
gene569	19694	16893	8788	12220	17803	14751	13602	8464	11043	19268	11463	44992
gene570	354	196	134	193	238	161	214	139	179	256	245	996
gene571	881	624	306	508	783	562	535	351	673	809	667	2473
gene572	107	105	34	62	63	78	59	24	104	170	57	286
gene573	4	13	6	3	7	13	1	0	4	9	6	13
gene574	1323	846	505	600	926	635	712	422	626	894	801	2315
gene575	4234	3258	1862	2295	3663	3042	2803	1785	1678	3097	2061	6555
gene576	1780	1303	646	898	1587	1109	962	674	1110	1449	859	3121
gene577	0	1	1	1	3	0	1	1	0	1	1	1
gene578	0	0	0	0	0	0	0	0	0	0	0	0
gene579	482	301	132	240	366	286	277	137	226	431	280	1324
gene580	2	0	0	3	0	2	4	0	2	1	2	13
gene581	14	9	4	0	1	3	1	0	9	8	3	7
gene582	9038	7343	4586	6884	7924	6225	6381	4390	2779	4843	3444	14061
gene583	2977	2331	1468	1985	2349	1871	2215	1381	1465	2673	1883	7106
gene584	11669	10167	5359	8201	9936	8424	8166	5517	5331	10230	6434	26647
gene585	855	815	498	794	774	574	725	456	545	911	632	2886
gene586	10	12	3	3	4	4	15	4	29	23	26	54
gene587	1	10	1	5	2	6	8	3	10	19	6	37
gene588	63	25	16	22	23	29	25	18	91	122	48	307
gene589	7	3	2	7	3	6	5	2	9	9	6	17
gene590	3242	2952	1877	2488	2682	2491	2640	1590	1833	3220	2096	9262
gene591	177	136	87	158	170	119	169	73	149	185	146	557
gene592	2	6	2	3	4	6	4	0	4	4	2	15
gene593	4	0	0	1	0	1	5	2	3	3	1	5
gene594	1	5	1	4	3	5	5	4	0	0	3	0
gene595	4052	3251	2172	3421	3402	2520	3480	2024	1601	2825	2157	9180
gene596	0	0	0	3	1	0	3	0	2	4	1	5
gene597	7	4	11	2	3	0	9	2	42	18	20	70
gene598	0	0	0	0	0	0	0	0	1	2	0	0
gene599	0	0	1	0	0	0	0	1	2	2	0	2
gene600	0	0	0	0	0	0	0	0	0	0	0	0
gene601	6741	6151	3575	5542	5433	5330	6181	3451	2615	6148	3827	16013
gene602	4	0	2	2	2	2	2	2	2	2	1	4
gene603	276	367	229	327	295	424	436	228	99	348	207	893
gene604	1	0	4	2	1	0	2	5	0	3	1	10
gene605	3	13	1	3	8	3	3	0	2	15	2	6
gene606	0	1	0	0	0	0	0	0	0	0	0	1
gene607	3	1	4	0	5	11	2	1	2	4	3	1
gene608	0	0	0	0	0	0	0	0	0	0	0	1
gene609	7	1	3	2	7	1	1	1	1	4	0	4
gene610	14	6	11	8	9	6	4	1	2	14	9	26
gene611	0	0	0	0	0	0	0	0	0	0	0	0
gene612	31	32	15	11	32	46	22	12	8	39	9	48
gene613	21	43	16	21	21	38	22	10	17	39	12	34
gene614	31	24	13	14	13	28	13	5	11	34	15	31
gene615	46	53	40	43	31	43	46	18	17	55	47	177
gene616	7	8	7	9	3	4	6	1	3	11	8	8
gene617	74	118	86	90	85	76	111	40	108	127	92	311
gene618	30	37	18	29	25	20	33	9	10	33	21	78
gene619	417	514	203	243	289	359	272	94	213	469	180	640
gene620	24	26	24	18	29	43	41	14	12	35	17	60
gene621	8	3	12	6	14	16	3	5	7	19	5	7
gene622	20	4	12	8	6	11	3	3	3	16	10	9
gene623	16	16	14	4	10	20	8	5	4	10	1	12
gene624	0	0	0	1	0	0	0	0	0	0	0	2
gene625	0	0	0	0	0	0	0	0	0	0	0	0
gene626	168	190	74	147	113	177	160	52	102	270	94	529
gene628	0	0	0	0	1	0	0	0	0	0	0	0
gene627	5	4	2	2	3	4	4	1	1	5	2	2
gene629	30	45	26	20	28	23	32	12	19	61	22	86
gene630	5	11	16	4	23	8	10	6	11	16	9	24
gene631	10	7	9	4	27	18	13	10	4	10	9	11
gene632	13	7	7	12	9	6	9	3	10	13	4	45
gene633	7	8	8	5	16	13	6	6	5	14	8	3
gene634	15	14	14	16	11	19	8	6	8	12	9	52
gene635	5	8	4	6	5	5	6	3	5	2	2	16
gene636	0	0	1	1	1	0	0	1	1	1	0	1
gene637	20	36	22	23	28	31	31	11	16	54	30	76
gene638	12	6	12	4	14	10	7	9	3	14	8	10
gene639	84	57	39	57	91	58	61	44	33	50	57	179
gene640	3541	2963	1752	2530	3196	2676	2481	1683	1107	2187	1334	5280
gene641	8	3	3	3	7	4	8	2	7	9	1	18
gene642	1147	1134	738	871	661	707	604	276	2033	2939	1964	7491
gene643	0	0	1	2	0	0	0	0	0	0	0	4
gene644	981	789	580	860	849	649	838	492	604	964	805	3756
gene645	17	11	16	11	3	7	13	0	28	26	49	201
gene646	1537	1906	649	605	573	1036	546	240	4556	10707	3397	17196
gene647	5	14	8	7	1	2	2	2	17	31	23	110
gene648	0	0	0	0	0	0	0	0	0	0	0	0
gene649	0	0	0	0	0	0	0	0	0	0	0	0
gene650	0	0	0	0	0	0	0	0	0	0	0	0
gene651	0	1	0	1	0	0	0	0	2	1	0	0
gene652	3	1	3	2	2	2	2	1	1	4	3	9
gene653	3119	2818	1691	2642	2371	2241	2584	1687	1570	3259	2020	8077
gene654	686	702	376	429	473	614	670	284	387	887	584	1857
gene655	7	1	0	2	0	1	0	0	1	5	2	8
gene656	1244	1224	680	850	1042	1035	1119	544	563	1273	899	3009
gene657	1	2	1	1	0	0	1	0	0	0	0	4
gene658	1581	1171	559	1182	1338	921	939	705	792	1116	770	3163
gene659	0	2	1	0	0	0	0	0	7	1	0	4
gene660	7783	6588	3721	5343	6513	5733	5341	3283	2948	5379	3700	13755
gene661	0	1	1	0	0	0	1	0	0	0	1	3
gene662	11	3	2	1	5	6	9	1	1	8	4	15
gene663	2	2	1	1	1	4	9	8	1	2	4	15
gene664	4843	3713	2178	3110	3920	3049	3132	1964	2344	4156	2867	11218
gene665	1355	1458	882	1237	1126	1352	1412	778	537	1293	794	3229
gene666	434	491	311	418	398	365	403	187	410	861	572	2159
gene667	870	830	403	602	740	776	711	384	356	812	523	2063
gene668	12	8	10	21	24	6	22	10	8	22	13	64
gene669	6351	5800	3297	4797	4661	4219	4703	2558	3215	6883	4770	17009
gene670	0	0	0	0	0	0	0	0	0	0	0	1
gene671	79	92	33	47	24	39	52	23	148	260	153	607
gene672	681	738	488	653	739	663	793	383	490	861	518	2452
gene673	1169	926	296	602	921	708	508	390	638	1160	458	2389
gene674	3856	3132	1543	2215	2782	2489	2534	1383	2601	4564	2596	10813
gene675	748	532	309	500	536	525	561	287	546	1015	616	2611
gene676	1956	2329	1435	1648	1769	1993	2174	1027	1023	2369	1556	5064
gene677	56	18	14	28	21	12	20	10	10	14	12	42
gene678	20	8	6	11	18	19	12	17	6	10	4	22
gene679	344	246	126	270	212	232	260	134	119	283	170	784
gene680	0	0	0	0	1	1	0	0	0	0	0	2
gene681	27	41	12	27	33	56	35	10	20	80	26	122
gene682	5322	3531	2304	3332	4372	3608	4125	2056	2669	5117	3125	13860
gene683	0	0	0	0	0	0	0	0	0	0	0	0
gene684	1293	1033	735	991	1174	1038	1297	685	484	957	642	2913
gene685	131	104	45	77	134	60	59	36	141	126	95	437
gene686	9675	8420	3866	6262	9226	7946	6353	4050	3311	7046	3483	15454
gene687	2341	2128	1449	2273	1990	1768	2164	1382	966	2087	1639	6733
gene688	3799	2926	1452	1972	2948	2256	2015	1328	1928	3292	1872	7722
gene689	817	558	332	537	743	453	516	370	603	561	354	1839
gene690	153	195	72	121	119	167	150	55	62	155	74	325
gene691	976	543	451	851	863	458	793	532	489	557	563	2522
gene692	11157	8741	5717	8730	9048	7315	8885	5380	5444	8859	6263	27765
gene693	3960	3307	1904	2869	3555	2775	2889	2007	1538	2841	1749	7867
gene694	1068	1426	493	754	874	1162	893	410	826	2183	914	3873
gene695	19	17	7	10	22	29	21	18	13	18	13	33
gene696	476	384	275	436	417	298	489	278	380	538	431	1925
gene697	5103	3716	2278	3136	3799	2895	3525	2127	4366	6296	4311	18501
gene698	7968	6916	3684	4754	7069	6313	6043	3069	3068	6449	3755	14430
gene699	57	76	94	170	59	75	193	90	52	86	165	677
gene700	2400	1833	1215	1841	1927	1662	1948	1175	866	1614	1225	5033
gene701	6301	4854	2579	4226	4223	3133	4658	2396	2733	4788	3794	15872
gene702	2130	1848	792	1113	2139	1626	1253	795	1064	2077	828	4100
gene703	12	20	10	25	16	13	27	16	13	24	23	106
gene704	54	44	30	51	29	38	49	38	31	38	37	189
gene705	1758	1429	737	1129	1548	1273	1282	655	1021	1698	995	4189
gene706	14949	12042	7078	10024	12959	10316	10413	6467	5666	11281	7336	28764
gene707	2294	1893	968	1249	2099	1719	1365	940	1313	2083	1267	4806
gene708	0	1	1	2	0	0	4	0	0	1	4	10
gene709	2103	1700	850	1191	1413	1366	1517	758	1511	2675	1675	7456
gene710	684	529	336	532	628	578	693	408	370	665	434	2086
gene711	2656	2567	1820	2719	2246	2255	2959	1722	1624	3109	2591	10489
gene712	2742	2726	966	1585	1796	2131	1464	872	1310	2780	1312	4714
gene713	0	0	0	0	0	0	0	0	0	0	1	0
gene714	96	54	43	59	90	44	52	43	49	51	43	247
gene715	1	6	0	2	7	0	8	8	1	4	1	2
gene716	0	0	0	0	0	0	0	0	0	0	0	0
gene717	1	1	0	0	3	3	4	2	5	2	0	24
gene718	987	864	680	745	811	698	920	481	508	932	695	2817
gene719	13414	12664	8338	13093	11525	10817	14367	8266	6428	12304	9127	40617
gene720	2174	2309	1237	1523	1932	1763	1995	950	995	2256	1387	5021
gene721	1350	771	580	941	1098	605	814	460	943	1021	977	4639
gene722	1058	610	415	692	860	476	758	416	625	759	607	2983
gene723	749	743	376	507	711	623	702	402	365	757	467	1796
gene724	61218	52207	34132	50535	52021	43830	55069	29161	35626	62650	46540	191272
gene725	56	66	74	63	75	70	109	25	23	65	86	134
gene726	51	33	25	24	60	26	40	15	14	26	17	66
gene727	0	0	0	0	0	0	0	0	0	0	0	0
gene728	914	440	356	502	644	349	432	237	552	546	470	2136
gene729	285	297	151	222	200	249	259	150	168	339	214	1105
gene730	1338	1068	753	1008	1206	930	1131	669	756	1306	869	3946
gene731	6	6	1	3	2	4	3	2	2	7	3	7
gene732	2531	1583	910	1502	1978	1223	1626	809	977	1246	949	3814
gene733	4131	3466	1965	2969	3323	2674	3091	1826	2353	4140	2693	12176
gene734	2209	1837	1037	1512	1722	1385	1753	948	1379	2413	1676	6896
gene735	787	739	429	512	724	758	743	358	372	812	517	1943
gene736	13	14	4	11	13	14	8	9	14	24	16	82
gene737	17176	10780	6301	9837	12502	7551	9066	5810	12103	15228	12254	49488
gene738	1343	1174	679	1017	944	975	1141	553	1077	1862	1186	5449
gene739	0	3	0	2	0	0	5	0	2	4	1	7
gene740	0	0	0	0	0	0	1	2	0	0	1	1
gene741	3422	2652	1748	2799	2592	1958	2754	1570	1441	2143	1819	8033
gene742	5167	3905	2277	3308	4232	3466	3952	2198	2512	4241	2679	11128
gene743	1095	842	458	656	893	744	792	396	318	511	326	1593
gene744	693	474	318	509	534	392	638	315	390	539	504	2005
gene745	9	4	4	9	5	1	4	4	9	3	7	33
gene746	6	0	2	5	6	2	7	2	1	0	0	6
gene747	1889	1498	891	1399	1590	1273	1367	787	830	1383	936	3966
gene748	0	0	0	1	0	1	0	0	1	0	2	3
gene749	11	8	4	10	20	9	11	7	10	11	15	85
gene750	1828	1685	929	1487	1746	1477	1454	899	884	1788	946	4354
gene751	0	4	3	3	3	8	9	8	7	13	8	45
gene752	1567	1262	773	1054	983	922	1037	561	1008	1611	1019	4532
gene753	14144	11643	7648	10925	12240	9826	11608	6583	7833	12610	9089	37548
gene754	458	387	207	400	422	377	396	231	226	417	221	1142
gene755	0	0	0	0	0	0	0	0	0	0	0	0
gene756	0	1	0	1	0	0	0	0	0	0	0	1
gene757	0	0	0	0	0	0	0	0	0	0	0	0
gene758	0	1	0	0	0	1	1	0	0	0	0	0
gene759	0	0	0	0	0	0	0	0	0	0	0	1
gene760	1500	1036	860	1382	1509	864	1298	895	663	936	816	3919
gene761	123	103	79	91	143	100	170	76	94	144	147	477
gene762	117	77	56	91	136	69	133	72	61	121	94	398
gene763	120	98	94	110	179	136	157	74	86	133	124	435
gene764	18	17	13	11	18	21	29	13	19	16	18	74
gene765	757	516	321	528	605	465	496	346	343	452	328	1496
gene766	8	6	2	4	4	0	9	0	9	13	1	21
gene767	0	0	0	0	0	0	0	0	0	0	2	1
gene768	11	5	6	7	18	9	7	7	15	11	2	37
gene769	4216	3742	2076	3125	3367	3391	3908	1839	1100	2313	1569	6309
gene770	54	27	22	50	53	28	50	33	22	22	28	136
gene771	12	14	9	12	19	10	18	9	7	9	12	39
gene772	2	2	1	2	0	2	3	4	10	5	3	17
gene773	19	13	10	22	25	12	31	9	1	5	10	18
gene774	63	77	46	71	47	58	66	36	66	63	60	220
gene775	0	1	0	0	0	0	1	0	1	2	0	2
gene776	246	222	140	150	93	95	140	43	449	419	423	1424
gene777	48	26	33	31	27	13	22	8	67	57	62	200
gene778	1	2	2	2	0	4	1	1	2	3	0	6
gene779	0	11	0	0	0	0	0	0	0	0	0	0
gene780	965	660	526	639	758	480	825	431	1042	1296	969	4168
gene781	652	480	335	412	534	376	563	198	639	758	536	1892
gene782	17	13	10	11	11	6	10	7	7	10	15	43
gene783	0	0	1	0	0	2	1	0	0	0	1	2
gene784	7	5	2	2	8	3	7	1	2	4	6	6
gene785	26	20	8	11	15	8	16	12	9	6	9	40
gene786	30	19	21	20	42	23	38	14	23	22	23	84
gene787	290	252	157	255	280	203	244	140	156	309	238	838
gene788	10	6	4	8	1	4	4	4	5	10	8	63
gene789	16223	14227	9606	13857	14099	12339	15442	8279	7861	14893	11276	44209
gene790	558	440	301	530	362	323	431	267	298	675	544	2316
gene791	3	2	0	1	1	5	1	1	1	0	0	8
gene792	1671	1614	1185	1647	1478	1514	1889	1090	1089	2270	1588	6754
gene793	18227	16951	10960	15175	14695	13516	18325	9686	16459	25521	18440	76576
gene794	2257	2098	1123	1474	1428	1307	1530	814	969	1921	1258	5309
gene795	251	266	174	266	7	11	11	4	239	263	212	1111
gene796	0	1	1	0	0	0	0	0	0	1	0	1
gene797	0	0	0	2	0	0	0	0	0	5	0	0
gene798	400	426	148	229	1	4	9	2	90	129	39	247
gene799	11507	10245	4954	8442	8670	8701	8305	4935	4676	8874	4989	23638
gene800	465	535	257	408	360	368	380	223	209	365	223	848
gene801	300	293	181	272	280	204	280	156	348	562	334	1789
gene802	2199	1901	1295	1830	1677	1513	1942	1197	827	1656	1259	5194
gene803	0	0	0	0	1	2	1	0	0	2	0	3
gene804	54	62	18	10	5	10	20	7	46	188	68	340
gene805	0	0	0	0	0	0	0	0	0	0	0	0
gene806	0	2	0	1	0	0	0	0	0	0	0	3
gene807	148	79	39	52	160	70	47	40	114	160	59	237
gene808	783	506	342	513	619	432	595	355	308	457	301	1522
gene809	0	0	0	0	0	0	0	0	0	0	0	0
gene810	0	0	0	0	0	0	0	0	0	0	0	0
gene811	5	8	8	7	4	4	7	4	9	26	10	43
gene812	30	25	12	14	13	30	21	5	20	13	4	37
gene813	2188	1797	1068	1486	1596	1620	1625	992	1440	2637	1712	6497
gene814	1	5	1	0	3	2	4	0	0	1	1	12
gene815	0	0	1	0	0	0	0	1	3	0	0	0
gene816	7261	5974	3825	5137	6093	5022	5536	3219	3359	6353	4238	16039
gene817	20	4	4	5	8	5	6	4	16	11	5	21
gene818	1657	1443	914	1239	1498	1227	1577	769	865	1619	1176	4789
gene819	3737	2833	2014	2749	3288	2362	2956	1741	1566	2634	1969	7864
gene820	510	501	255	284	402	343	351	200	66	104	91	275
gene821	0	3	1	0	0	0	1	0	0	0	2	4
gene822	3014	2497	1617	2307	2936	2562	3066	1617	1279	2216	1772	6420
gene823	76	60	39	33	74	52	48	32	71	89	93	259
gene824	4432	3629	1877	2382	3536	2930	2850	1647	2305	4014	2508	9015
gene825	2014	1713	887	1252	2006	1496	1516	970	1048	1891	1506	5022
gene826	0	2	1	3	1	4	4	0	1	7	1	4
gene827	3648	3238	1991	2991	3371	2686	2969	1921	1454	2693	1909	7865
gene828	599	469	316	374	448	347	443	231	764	715	671	2354
gene829	9536	7056	4800	6337	7576	6071	6849	4445	5245	8602	6432	23942
gene830	651	662	455	423	787	665	1017	451	363	685	440	1438
gene831	148	78	42	27	93	52	40	33	129	167	90	262
gene832	0	0	0	0	0	0	0	0	0	0	0	0
gene833	0	0	0	0	0	0	0	0	0	0	0	0
gene834	0	0	0	0	0	0	0	0	0	0	0	0
gene835	0	0	0	0	0	0	0	0	0	0	0	0
gene836	0	0	4	2	0	0	1	1	0	0	3	5
gene837	0	0	0	0	0	0	0	0	0	0	0	0
gene838	0	0	0	0	0	0	0	0	0	0	1	0
gene839	0	0	0	1	0	0	0	0	0	0	0	0
gene840	0	1	0	0	0	0	0	0	0	0	0	0
gene841	0	0	0	0	0	0	0	0	0	0	0	0
gene842	0	0	0	0	0	0	0	1	0	0	0	0
gene843	29	24	18	23	47	47	27	17	12	32	19	58
gene844	1281	994	630	864	1330	911	1028	576	718	1219	1051	3398
gene845	876	744	588	880	715	563	898	524	421	741	761	3053
gene846	2834	1200	907	1595	2046	989	1072	954	1466	1252	1129	5494
gene847	899	778	338	477	448	504	423	247	738	1382	739	2801
gene848	7357	6754	3657	5115	5929	5671	5319	3274	2784	5974	3634	13200
gene849	1290	1201	643	879	1023	1008	967	529	443	1163	588	2435
gene850	30421	22379	14930	21662	27072	20128	20050	14581	13431	21956	13631	56832
gene851	1	0	0	0	1	2	2	0	1	1	0	1
gene852	0	8	4	11	1	7	12	4	0	6	5	37
gene853	743	590	339	467	591	471	408	266	416	703	437	1554
gene854	1103	875	504	649	753	539	995	443	448	300	422	1359
gene855	54	82	56	54	11	19	62	22	196	297	356	1352
gene856	0	0	0	0	0	0	0	0	1	0	0	0
gene857	0	0	0	0	0	0	0	0	0	0	0	0
gene858	623	401	205	343	517	360	340	265	360	554	352	1413
gene859	0	0	0	0	0	0	0	0	0	0	0	0
gene860	4209	3064	1957	2960	3500	2685	2823	1934	1658	2992	1864	8559
gene861	1705	1475	606	779	1136	1015	752	475	1030	1745	834	3036
gene862	5	15	4	6	6	14	3	1	19	30	10	46
gene863	6647	5173	3500	4224	5325	3986	4148	2640	2262	4144	2952	9451
gene864	49	37	29	41	39	34	34	23	33	45	38	139
gene865	1765	1149	465	690	1150	968	586	517	911	1588	773	2768
gene866	0	0	0	0	0	0	0	0	0	0	0	0
gene867	0	0	0	1	0	0	1	0	0	0	0	1
gene868	0	0	0	0	0	0	0	0	0	0	0	0
gene869	352	368	263	268	293	225	291	154	288	535	370	1433
gene870	76	125	47	69	52	99	51	31	80	98	36	232
gene871	2342	2479	1425	1917	1533	1815	2385	1158	1322	3146	2143	8578
gene872	4570	4942	2172	3091	2662	2762	2265	1364	1646	4006	2265	8308
gene873	0	0	0	0	0	0	0	0	0	0	1	3
gene874	17	15	8	6	15	14	12	5	7	18	8	21
gene875	13	17	7	5	8	5	5	4	6	5	6	17
gene876	3152	2243	1406	1861	2273	1514	1922	1027	1037	1954	1620	5575
gene877	0	0	1	0	0	0	0	0	0	0	1	1
gene878	589	671	232	339	138	159	154	66	304	462	251	919
gene879	0	0	0	0	0	0	0	0	0	0	1	0
gene880	75	41	37	31	32	14	46	25	40	18	31	100
gene881	351	164	126	137	146	99	165	88	101	117	114	402
gene882	14	9	10	13	22	19	29	9	19	23	19	81
gene883	2103	1525	989	1360	1771	1255	1284	857	808	1312	985	3368
gene884	5	0	5	0	2	1	0	0	5	1	1	1
gene885	1611	1456	875	1089	1264	1192	1288	767	813	1646	1197	4378
gene886	92	69	46	48	90	60	57	34	59	131	66	265
gene887	6415	4827	3537	5042	5451	4246	5419	3366	2491	3789	3402	13835
gene888	50	46	30	62	30	22	28	13	46	78	58	246
gene889	1980	1713	1161	1682	1599	1362	2131	1121	1078	1899	1713	6821
gene890	522	538	286	394	379	494	458	254	320	810	572	1941
gene891	112	48	35	76	88	38	59	51	89	60	99	381
