Geneid	583FL	583HL	583K	595FL	595HL	595K	707FL	707HL	707K	710FL	710HL
DNOV00002491	198	127	160	151	82	129	480	167	190	215	139
DNOV00002492	714	409	510	545	304	440	1548	498	743	757	473
DNOV00002493	0	0	0	0	0	0	0	0	0	0	0
DNOV00002494	1432	2061	1152	774	989	803	3404	1967	1575	1348	1584
DNOV00002495	877	1473	478	394	1028	327	1235	1611	624	394	695
DNOV00002496	1	2	1	2	0	0	1	2	1	0	2
DNOV00002497	893	1276	615	534	831	430	1558	1105	796	665	888
DNOV00002498	1207	1509	874	733	923	646	1860	1098	1076	727	886
DNOV00002499	49	57	32	32	40	23	50	32	32	29	48
DNOV00002500	3	17	2	5	7	6	27	22	13	13	8
DNOV00002501	1556	1680	1217	1250	1315	1051	2581	1582	1422	1092	1172
DNOV00002502	3927	4877	2675	2426	3352	2237	5151	3548	2859	1811	2182
DNOV00002503	0	0	0	0	0	0	0	0	0	0	0
DNOV00002504	27	50	21	15	19	13	21	17	7	6	9
DNOV00002505	418	596	277	241	353	211	519	354	264	252	304
DNOV00002506	751	1060	476	486	728	406	1747	1346	824	663	972
DNOV00002507	189	119	18	31	31	7	178	120	17	15	54
DNOV00002508	1158	1567	784	604	1034	613	1781	1214	863	660	918
DNOV00002509	25	24	17	6	17	10	40	20	19	18	12
DNOV00002510	1421	955	563	276	472	275	1020	592	425	437	553
DNOV00012588	1043	1411	801	649	873	604	1800	1261	861	655	744
DNOV00012589	32	41	33	20	31	19	51	33	37	23	17
DNOV00012590	315	301	199	173	227	162	470	270	263	177	175
DNOV00012591	40	44	30	25	18	20	46	32	31	19	7
DNOV00012592	6	4	0	4	10	3	5	5	5	5	2
DNOV00012593	10047	12128	7136	6308	6958	5421	16976	9139	8049	6557	8211
DNOV00012594	6	9	2	4	3	5	15	5	2	1	3
DNOV00012595	18	22	13	7	13	9	30	13	18	17	10
DNOV00012596	409	559	250	130	397	102	499	598	216	180	418
DNOV00012597	135	182	66	52	76	27	157	186	71	65	127
DNOV00012598	1260	1847	890	788	1275	659	2506	1730	1246	1095	1576
DNOV00012599	376	457	264	241	292	161	512	310	261	206	247
DNOV00012600	41	64	40	17	14	19	68	50	38	24	25
DNOV00012601	1	2	2	0	4	3	5	1	0	0	0
DNOV00012602	9	9	18	5	10	19	19	1	23	1	2
DNOV00012603	0	3	1	0	1	0	0	2	0	0	0
DNOV00012604	14	20	3	7	10	0	3	9	3	1	6
DNOV00012605	1077	1539	819	689	995	546	2047	1427	1037	725	964
DNOV00012606	372	422	289	230	321	237	621	396	311	284	319
DNOV00012607	2035	2996	1419	1228	1951	1115	3155	2173	1604	1333	1867
DNOV00012608	12	33	2	2	19	4	17	24	9	13	32
DNOV00012609	1252	1536	867	737	926	615	2105	1213	1037	877	1053
DNOV00012610	0	0	0	0	0	0	0	0	0	0	0
DNOV00012611	5	1	0	0	1	1	5	1	0	1	2
DNOV00012612	0	0	0	0	0	0	0	0	0	0	0
DNOV00012613	0	2	0	0	0	0	0	1	0	3	3
DNOV00012614	1219	1587	862	696	942	705	1706	959	851	577	860
DNOV00012615	0	0	0	0	0	0	0	0	0	0	1
DNOV00012616	11	2	6	2	1	1	0	2	0	1	6
DNOV00012617	1	3	2	0	0	0	1	0	1	0	2
DNOV00012618	458	422	345	289	233	272	585	242	269	183	217
DNOV00012619	0	0	2	0	0	0	0	0	0	0	0
DNOV00012620	0	0	0	0	0	0	0	0	0	0	0
DNOV00012621	3	1	0	0	0	0	0	1	1	0	0
DNOV00012622	138	69	66	58	51	36	117	74	61	33	81
DNOV00012623	173	182	104	48	60	31	156	93	62	62	75
DNOV00012624	0	0	0	0	0	0	0	0	0	0	0
DNOV00012625	1086	1313	742	956	849	656	1733	1016	850	863	1150
DNOV00012626	15	20	1	6	10	4	10	8	3	5	7
DNOV00018004	0	0	0	1	1	0	3	0	1	1	0
DNOV00018005	509	753	378	429	375	251	980	633	451	377	427
DNOV00018006	1358	2227	975	1008	1195	697	2200	1713	1115	954	1267
DNOV00018883	0	0	0	0	0	0	0	0	0	0	0
DNOV00018508	0	0	0	0	0	0	1	0	0	0	0
DNOV00018509	2	1	0	0	0	0	0	0	0	0	0
DNOV00018917	249	326	191	191	215	164	351	213	188	167	226
DNOV00018562	415	302	335	285	193	219	675	311	342	284	211
DNOV00018563	292	301	170	211	182	113	357	267	197	199	210
DNOV00017625	1239	994	1435	767	768	568	959	1137	609	775	1278
DNOV00018944	0	0	0	0	0	0	0	0	0	0	0
DNOV00018682	0	1	2	0	0	0	1	1	0	1	0
DNOV00017888	247	432	194	175	153	82	353	225	187	141	181
DNOV00017889	12035	17026	8754	6684	9730	6208	19770	13756	10203	8036	11244
DNOV00017890	0	0	0	0	0	0	0	0	0	0	0
DNOV00017891	197	85	126	272	35	70	232	77	106	95	54
DNOV00009376	7	26	5	7	13	4	31	37	15	11	16
DNOV00009377	3974	5230	2970	2503	3521	2537	8181	5925	4626	1867	2721
DNOV00009378	2	0	5	1	0	1	3	2	0	1	2
DNOV00009379	7119	7525	4378	4073	5839	3414	11836	8036	5644	4309	5584
DNOV00009380	277	323	224	198	208	184	579	405	366	113	132
DNOV00009381	0	0	0	0	0	0	0	0	0	1	0
DNOV00009382	0	0	0	0	0	0	0	0	0	0	0
DNOV00009383	513	646	358	303	390	274	1691	1005	870	323	373
DNOV00009384	81	69	58	40	77	34	294	158	150	50	66
DNOV00009385	535	584	313	390	342	291	1304	666	631	306	283
DNOV00009386	853	428	462	383	187	238	1540	494	425	310	323
DNOV00009387	1038	1095	780	700	713	569	3137	1672	1632	651	709
DNOV00009388	3	3	0	0	1	0	3	1	0	1	1
DNOV00009389	695	1038	448	346	571	340	1401	1213	791	308	288
DNOV00009390	404	235	276	272	159	90	288	116	69	179	241
DNOV00009391	17	3	8	8	7	5	39	7	3	9	9
DNOV00009392	2	2	5	7	3	7	0	0	0	5	2
DNOV00009393	6	4	2	4	2	2	17	1	5	5	3
DNOV00009394	88	19	62	59	29	40	168	44	45	75	42
DNOV00009395	0	0	0	0	0	0	0	1	1	0	1
DNOV00009396	428	514	301	244	312	233	1487	856	700	286	334
DNOV00009397	1625	2223	1160	1001	1487	869	6876	4491	3572	1365	1775
DNOV00009398	711	851	469	483	538	413	1295	901	646	459	684
DNOV00009399	449	476	267	262	344	251	831	579	458	262	329
DNOV00009400	1143	1272	905	738	847	667	3200	1838	1750	690	973
DNOV00009401	137	175	98	109	145	94	131	112	80	72	101
DNOV00009402	0	5	2	2	3	2	7	10	10	3	7
DNOV00009403	0	0	0	0	0	0	0	0	0	0	0
DNOV00009404	11	19	6	7	12	3	25	19	9	6	11
DNOV00009405	0	0	0	0	0	0	0	0	0	0	0
DNOV00009406	207	278	134	140	180	125	777	485	390	226	247
DNOV00009407	7	8	3	1	6	1	1	0	1	0	3
DNOV00009408	42	82	28	10	33	19	116	89	65	7	11
DNOV00009409	1633	2326	1246	992	1227	775	4890	3257	2451	1103	1309
DNOV00009410	0	0	0	0	0	0	0	1	0	0	0
DNOV00009411	406	467	295	236	253	196	1039	606	486	163	223
DNOV00009412	1	0	0	0	0	0	5	1	1	0	0
DNOV00009413	0	1	1	0	0	0	1	3	0	2	0
DNOV00009414	646	882	438	350	540	317	1688	1334	983	278	453
DNOV00009415	1083	1086	901	737	812	660	3232	2124	1895	751	855
DNOV00009416	39	9	45	30	5	25	89	33	72	18	28
DNOV00009417	77	9	70	77	18	57	172	85	146	24	56
DNOV00018528	11	16	9	20	12	3	24	18	11	4	19
DNOV00018651	3221	5135	2401	2603	2518	1259	5283	3943	2639	2000	2600
DNOV00018270	7	7	10	10	13	8	7	9	5	10	7
DNOV00018383	103	163	86	107	81	32	165	141	86	52	79
DNOV00018384	52	82	46	49	28	18	58	42	29	13	31
DNOV00018385	259	384	161	235	194	117	341	220	154	131	167
DNOV00018386	14	9	6	16	6	2	15	8	4	3	3
DNOV00018606	365	524	231	256	217	121	438	299	197	161	236
DNOV00019101	0	1	0	0	1	0	0	0	0	2	1
DNOV00005741	0	0	0	0	3	0	7	2	1	3	8
DNOV00005742	8	4	0	0	0	0	1	2	0	0	0
DNOV00005743	4947	4574	4010	4141	3430	4083	9758	4984	5630	4903	4791
DNOV00005744	91	86	35	108	76	100	228	108	111	144	109
DNOV00005745	0	0	1	0	1	0	2	3	1	1	7
DNOV00005746	5	2	1	0	2	0	0	0	2	0	0
DNOV00005747	756	1189	613	477	675	353	1115	866	570	539	761
DNOV00005748	1434	1853	996	818	1109	700	2022	1397	1050	845	1126
DNOV00005749	1264	2359	774	526	1316	534	1727	1699	886	702	1374
DNOV00005750	38	34	28	22	24	23	49	26	46	34	28
DNOV00005751	625	562	537	611	376	435	1061	580	757	584	621
DNOV00005752	0	0	0	0	0	0	1	0	0	0	0
DNOV00005753	1229	875	534	317	506	317	1091	711	543	382	590
DNOV00005754	978	957	734	418	506	360	1202	747	597	377	431
DNOV00005755	45	54	29	38	26	23	25	15	15	9	59
DNOV00005756	58	12	25	51	6	26	67	16	27	20	17
DNOV00005757	0	0	0	0	0	0	0	0	0	0	0
DNOV00005758	1	0	0	1	6	0	0	0	0	0	0
DNOV00005759	1	0	0	0	0	0	1	0	0	0	0
DNOV00005760	9	2	5	3	1	2	6	2	1	2	3
DNOV00005761	3	2	1	4	3	1	3	3	0	2	1
DNOV00005762	121	166	74	87	93	28	107	83	40	48	112
DNOV00005763	0	1	0	0	0	0	0	1	0	0	0
DNOV00005764	49	26	32	47	28	45	91	47	54	33	87
DNOV00005765	139	94	97	129	82	105	198	110	148	79	202
DNOV00005766	1118	1761	779	724	782	405	1448	1234	730	586	812
DNOV00005767	16	53	16	17	22	10	29	32	9	13	16
DNOV00005768	1169	1634	791	739	1122	684	1978	1382	988	876	1304
DNOV00005769	0	0	0	0	0	0	0	0	0	0	0
DNOV00005770	365	425	242	191	307	170	457	307	236	177	225
DNOV00005771	15	17	16	15	10	7	13	14	3	3	5
DNOV00005772	38	17	15	20	35	15	50	62	15	14	82
DNOV00005773	212	307	153	153	263	156	286	208	179	146	222
DNOV00005774	0	0	0	2	0	0	3	0	0	2	0
DNOV00005775	0	0	0	0	0	0	0	0	0	0	0
DNOV00005776	4474	6366	2763	2480	3794	2167	6397	4573	3204	2175	2977
DNOV00005777	0	0	0	0	0	0	0	0	1	0	1
DNOV00005778	1492	1765	953	647	1097	693	2092	1845	1236	725	1160
DNOV00005779	10	8	6	1	5	5	5	9	0	2	4
DNOV00005780	40	107	19	21	39	20	58	93	24	28	59
DNOV00005781	86	203	87	42	123	58	97	169	63	44	137
DNOV00005782	652	1243	393	325	614	261	653	964	256	320	547
DNOV00005783	54	4	44	32	15	10	117	49	109	96	172
DNOV00005784	272	326	200	199	228	138	286	146	127	98	190
DNOV00005785	2614	3554	1788	1495	2227	1345	4450	3081	2280	1994	3026
DNOV00005786	305	172	181	186	171	117	519	191	221	260	391
DNOV00005787	1437	741	1183	866	535	751	2004	608	953	799	366
DNOV00005788	1465	1422	907	833	839	715	2066	987	979	833	803
DNOV00005789	0	0	0	0	0	0	0	0	0	0	0
DNOV00005790	173	27	105	136	38	86	441	71	111	148	60
DNOV00005791	1985	1442	1613	1364	941	1180	3966	1543	1831	1369	975
DNOV00005792	1064	1399	756	602	954	544	2191	1454	1053	956	1332
DNOV00005793	590	567	439	371	391	349	922	622	559	346	538
DNOV00005794	1	1	0	1	1	1	1	0	1	0	2
DNOV00005795	516	792	438	355	477	341	871	513	401	368	407
DNOV00005796	866	1369	475	520	757	396	1283	875	613	589	726
DNOV00005797	0	0	0	1	0	0	0	0	0	0	0
DNOV00005798	250	350	149	158	200	133	348	274	196	143	163
DNOV00005799	1	11	0	1	0	1	4	0	4	1	0
DNOV00005800	220	91	2	58	5	4	311	3	2	69	0
DNOV00005801	5551	7095	3550	2783	4330	2785	8979	6058	4864	3307	3979
DNOV00005802	4827	5708	3634	2914	3442	2599	7540	4711	4061	3188	3792
DNOV00005803	7	0	0	4	3	0	4	2	3	2	2
DNOV00005804	2930	4173	2113	2037	2199	1349	3962	2416	1952	1484	1799
DNOV00005805	1340	1656	840	770	1012	653	1892	1185	975	760	807
DNOV00005806	8599	15461	5879	6275	11015	6016	15718	12762	8543	7550	11813
DNOV00005807	1145	1945	557	574	1102	405	1980	1539	752	713	966
DNOV00005808	82	34	46	50	28	48	114	24	48	50	40
DNOV00005809	975	1311	654	648	822	536	1499	981	718	548	578
DNOV00005810	8	0	5	0	8	5	11	6	8	1	2
DNOV00005811	439	101	305	157	67	177	600	142	345	110	35
DNOV00005812	620	127	443	228	107	292	743	203	448	156	53
DNOV00005813	1	3	1	0	3	0	1	1	0	0	0
DNOV00005814	283	300	188	203	213	121	371	359	199	119	162
DNOV00005815	1532	2164	912	913	1378	765	2440	1679	1132	942	1264
DNOV00005816	214	3978	87	17	871	77	57	728	142	30	203
DNOV00005817	114	205	90	77	124	70	272	179	113	96	99
DNOV00018708	434	587	321	278	381	243	605	402	304	257	356
DNOV00018858	0	0	0	0	0	0	1	0	0	0	0
DNOV00018300	571	995	400	459	364	127	776	616	337	278	414
DNOV00018301	254	317	223	226	167	110	366	245	178	164	150
DNOV00018302	17	2	4	3	3	1	7	7	6	13	7
DNOV00019003	0	0	0	0	0	0	0	0	0	0	0
DNOV00018602	0	4	1	0	0	0	2	1	0	0	1
DNOV00019014	0	0	1	0	0	0	8	9	6	2	1
DNOV00018605	13	28	7	15	10	4	18	16	10	16	9
DNOV00002511	13	32	2	13	19	7	15	20	13	10	15
DNOV00002512	299	304	204	179	216	175	570	395	265	198	208
DNOV00002513	4	18	6	4	1	0	8	9	11	3	4
DNOV00002514	2	10	0	1	2	0	5	1	0	1	1
DNOV00002515	72	139	65	78	68	32	152	119	83	116	101
DNOV00002516	0	0	0	0	0	0	0	0	0	0	0
DNOV00002517	24	36	16	23	25	11	23	27	25	68	93
DNOV00002518	9	15	14	6	9	9	12	12	9	14	18
DNOV00002519	42	65	28	33	46	13	62	58	41	38	56
DNOV00002520	5	9	1	3	3	3	8	6	6	6	0
DNOV00002521	2	1	0	0	3	1	2	1	1	0	0
DNOV00002522	17	13	10	8	8	5	15	23	6	6	13
DNOV00002523	1619	2287	1124	1013	1465	761	2670	1894	1387	1103	1610
DNOV00002524	34	49	19	28	31	17	54	35	22	30	37
DNOV00002525	354	418	192	187	308	142	626	522	244	225	446
DNOV00002526	0	0	0	0	0	0	0	0	0	0	0
DNOV00002527	0	0	0	0	2	1	0	1	0	0	1
DNOV00002528	2	0	0	0	0	0	0	0	0	0	0
DNOV00002529	591	673	349	343	393	299	915	639	443	366	386
DNOV00002530	69	54	43	46	60	46	105	73	54	32	44
DNOV00002531	43	42	41	44	28	30	55	36	38	30	34
DNOV00002532	14	21	10	2	9	3	8	10	3	6	13
DNOV00002533	61	69	22	17	24	6	24	37	19	7	37
DNOV00002534	2469	2990	1796	1463	1670	1411	3665	2327	1898	1498	1825
DNOV00002535	1723	894	1318	1413	673	984	2349	960	1277	930	802
DNOV00002536	1	6	0	0	14	0	0	1	0	5	1
DNOV00002537	731	746	643	485	514	433	1030	740	607	386	547
DNOV00002538	817	1214	498	541	729	490	1221	993	657	463	778
DNOV00002539	65	96	51	35	62	32	120	91	66	49	81
DNOV00002540	0	0	0	0	0	0	0	0	1	0	0
DNOV00002541	213	331	125	93	54	60	498	380	256	134	213
DNOV00002542	2875	4193	1905	1665	2481	1520	4513	3084	2172	2063	2863
DNOV00002543	0	0	0	0	0	0	1	0	0	0	0
DNOV00002544	4	9	5	6	2	12	12	2	7	7	3
DNOV00002545	23	4	51	29	19	29	32	8	6	34	7
DNOV00002546	2237	2693	1683	1334	1580	1255	3752	2380	1977	1499	1831
DNOV00002547	1070	1517	805	674	889	487	1909	1363	891	769	963
DNOV00002548	53	23	20	9	14	15	77	36	30	28	27
DNOV00002549	0	0	0	0	0	0	0	0	0	0	0
DNOV00002550	9	7	11	6	6	6	23	15	4	4	11
DNOV00002551	4615	5192	3384	2936	3220	2493	7257	3961	3746	2850	2869
DNOV00002552	63	23	39	22	12	15	27	8	10	18	22
DNOV00002553	1331	1794	1113	874	907	514	2587	1663	1289	994	1201
DNOV00002554	1024	1014	660	666	738	520	1697	894	861	639	765
DNOV00002555	604	605	500	313	293	251	741	493	429	323	356
DNOV00002556	1829	2130	1312	1132	1251	840	2413	1730	1317	1096	1412
DNOV00002557	1472	1445	1030	873	965	757	2739	1686	1447	1101	1304
DNOV00002558	503	312	379	220	274	287	1046	675	584	356	449
DNOV00002559	0	3	6	2	0	2	7	1	4	1	2
DNOV00002560	771	926	604	474	605	448	1183	755	592	452	590
DNOV00002561	17	20	2	16	16	16	48	19	23	8	10
DNOV00002562	1	8	3	0	0	0	5	2	0	1	0
DNOV00002563	9657	7953	5623	4164	4599	3309	9816	5755	5039	3974	4730
DNOV00002564	718	668	487	540	533	349	1251	807	597	502	555
DNOV00002565	11	11	0	7	3	3	10	8	13	13	8
DNOV00002566	9704	15290	6143	5553	9046	4644	15278	10997	7526	4986	6750
DNOV00002567	1864	2335	1217	905	1342	843	2818	1978	1489	1250	1640
DNOV00002568	980	1092	720	616	622	525	1550	945	832	621	678
DNOV00002569	288	267	210	191	169	180	425	195	214	170	160
DNOV00002570	238	307	190	183	147	111	376	175	166	163	169
DNOV00002571	481	641	354	328	421	249	1075	677	540	440	517
DNOV00002572	7102	9115	5119	4304	5780	3746	12208	7984	6284	5485	7011
DNOV00002573	1475	2139	960	858	1199	689	2410	1741	1205	979	1422
DNOV00002574	2	0	0	0	2	0	0	0	1	0	0
DNOV00002575	1526	1214	1349	1174	883	1060	2480	1296	1484	888	1199
DNOV00002576	294	400	218	187	244	171	440	368	247	167	207
DNOV00002577	3	1	0	2	4	0	3	1	0	0	0
DNOV00002578	3341	3842	2376	2092	2577	1845	5160	3282	2595	2137	2502
DNOV00002579	2205	3426	1358	1063	2099	935	3371	2773	1608	1619	2507
DNOV00002580	9	15	15	8	3	3	17	7	2	10	5
DNOV00002581	1	3	1	0	4	0	3	2	3	1	2
DNOV00002582	4257	6404	2731	2411	3873	2074	6292	4809	3226	2746	4027
DNOV00002583	159	271	109	121	131	79	209	143	112	118	162
DNOV00002584	2662	3336	1779	1530	1916	1356	4454	2636	2024	1742	1907
DNOV00002585	0	0	0	0	0	0	0	0	0	0	0
DNOV00002586	1243	1651	879	726	1013	647	1621	1128	883	713	908
DNOV00002587	8	6	6	2	11	2	16	6	5	8	4
DNOV00002588	22	15	9	5	20	7	27	10	8	9	15
DNOV00002589	1638	2236	1080	1048	1394	936	3254	2293	1704	1321	1656
DNOV00002590	4398	4868	3431	3065	3480	2604	7380	4481	3940	3254	3679
DNOV00002591	2020	2360	1689	1704	1495	1312	3458	2103	2062	1464	2016
DNOV00002592	1129	1335	959	848	874	637	1694	1155	944	800	955
DNOV00002593	570	553	440	353	352	302	793	425	361	263	326
DNOV00002594	1622	2423	1268	1154	1341	905	2839	1733	1460	1269	1588
DNOV00002595	242	406	160	165	244	120	322	261	196	182	261
DNOV00002596	56	23	28	32	22	20	97	32	54	35	46
DNOV00002597	71	2	52	87	17	44	40	14	26	9	31
DNOV00002598	0	1	0	0	0	0	4	1	0	0	1
DNOV00002599	74	9	45	73	3	27	55	11	13	4	6
DNOV00002600	3	0	0	4	0	0	1	0	0	0	0
DNOV00002601	983	1346	642	597	939	523	1844	1305	985	772	1110
DNOV00002602	7995	10767	6026	5134	6429	4417	15077	10575	8372	6668	10973
DNOV00002603	3133	4075	2091	1940	2664	1549	4825	3551	2541	1938	2571
DNOV00002604	82	178	54	46	80	29	110	111	49	25	60
DNOV00002605	832	982	662	551	606	449	1490	831	726	554	745
DNOV00002606	1738	1736	1460	1117	1143	1135	3611	1936	1891	1467	1474
DNOV00002607	28112	36927	20042	17599	22857	15312	50218	33745	25418	19420	26484
DNOV00002608	14	30	20	33	28	12	26	21	11	7	23
DNOV00002609	66	51	58	48	27	41	116	49	60	33	23
DNOV00002610	2098	2451	1623	1185	1313	1097	2752	1873	1423	846	1050
DNOV00002611	733	944	581	511	578	436	1323	876	747	552	679
DNOV00002612	19	7	7	2	4	3	21	4	10	6	6
DNOV00002613	2161	3263	1562	1323	1854	1054	3030	2315	1511	1159	1703
DNOV00002614	4419	5950	3236	2430	3671	2341	7042	4883	3730	2965	3847
DNOV00002615	636	794	488	418	526	349	1025	697	599	452	573
DNOV00002616	2512	3564	1725	1516	1897	1105	3853	2564	1900	1463	1994
DNOV00002617	715	1015	494	406	668	381	1138	747	572	492	631
DNOV00002618	12	19	5	12	17	7	38	33	27	8	22
DNOV00002619	8	12	5	7	10	5	39	18	23	7	9
DNOV00002620	1	7	0	1	1	0	4	1	3	0	1
DNOV00002621	5	11	5	6	10	2	16	7	6	6	4
DNOV00002622	2	3	1	0	0	0	0	0	0	1	1
DNOV00002623	10018	11435	7336	6057	6937	5484	16016	9621	7853	5749	6112
DNOV00002624	742	358	719	599	290	521	1182	479	658	391	369
DNOV00002625	0	0	0	0	0	0	0	0	0	0	0
DNOV00002626	0	0	1	0	2	0	1	0	1	0	0
DNOV00002627	1877	2494	1222	1165	1551	914	3116	2084	1444	1143	1499
DNOV00002628	0	0	0	0	0	0	0	0	0	0	0
DNOV00002629	1815	2489	1380	1277	1672	1154	3383	2292	1762	1446	1759
DNOV00002630	79	131	48	69	52	16	122	82	36	52	69
DNOV00002631	767	862	620	722	765	618	1501	903	805	647	724
DNOV00002632	8	3	5	1	2	3	2	2	2	0	3
DNOV00018360	302	482	232	254	254	165	468	355	210	177	270
DNOV00019103	0	0	0	0	0	0	0	0	1	1	0
DNOV00018731	143	324	130	140	130	44	263	222	119	136	176
DNOV00018732	164	219	116	134	98	52	152	116	76	47	65
DNOV00019067	0	0	0	0	0	0	0	0	0	0	0
DNOV00018406	3300	4707	2246	2091	2753	1457	5214	3746	2706	2253	2814
DNOV00010043	0	0	0	0	0	0	0	0	0	0	0
DNOV00010044	3	8	2	3	5	0	3	10	2	0	4
DNOV00010045	1198	1624	693	660	838	608	2048	1595	1110	686	969
DNOV00010046	2	115	0	6	17	1	4	4	2	7	7
DNOV00010047	23	17	15	12	15	13	26	16	6	10	11
DNOV00010048	1968	2253	1439	1106	1213	968	2368	1374	1136	823	950
DNOV00010049	1092	2017	657	692	1157	579	2003	1520	984	930	1415
DNOV00010050	0	3	0	0	0	0	0	1	0	0	1
DNOV00010051	1061	1648	722	588	934	528	1481	939	702	566	751
DNOV00010052	7	22	5	7	9	3	15	10	10	8	11
DNOV00010053	1167	1558	700	700	991	479	2001	1360	902	786	1153
DNOV00010054	945	1204	1220	594	948	997	2165	1333	1654	742	837
DNOV00010055	78	111	79	49	89	70	153	81	103	44	62
DNOV00010056	75	232	32	57	209	69	157	272	71	48	32
DNOV00010057	941	1326	715	628	947	620	1633	1009	934	729	799
DNOV00010058	1226	1058	856	812	653	647	1716	931	913	587	612
DNOV00010059	633	744	493	382	498	399	1170	717	615	464	706
DNOV00010060	107	18	27	66	6	8	69	4	9	34	15
DNOV00010061	0	2	1	0	0	0	2	1	0	0	0
DNOV00010062	2006	1886	1186	1076	948	951	2526	1020	1193	822	731
DNOV00010063	706	754	275	317	470	216	879	490	347	334	439
DNOV00010064	414	610	271	251	370	194	696	541	373	262	411
DNOV00010065	2572	3879	1746	1468	2123	1380	4536	2852	2148	1701	2601
DNOV00010066	1533	1219	651	429	618	379	1112	649	550	450	616
DNOV00010067	947	1088	621	498	601	474	1197	755	563	466	498
DNOV00010068	50	48	39	37	28	27	115	44	74	31	34
DNOV00010069	43	30	30	29	32	26	156	52	66	36	47
DNOV00018249	152	117	116	145	58	24	175	85	90	80	81
DNOV00018250	699	1078	516	744	873	532	1525	1107	654	586	795
DNOV00018502	4295	7051	2899	3404	5010	2834	7530	5772	3804	3214	4367
DNOV00018530	0	0	0	0	0	0	0	0	0	0	0
DNOV00018531	0	0	0	0	0	0	0	0	0	0	0
DNOV00018532	0	0	0	0	0	0	0	0	0	0	0
DNOV00018533	0	0	0	0	0	0	0	0	0	0	0
DNOV00018534	0	0	0	0	0	0	0	0	0	0	0
DNOV00018535	0	0	0	0	0	0	0	0	0	0	0
DNOV00018536	0	0	0	0	0	0	0	0	0	0	0
DNOV00019048	0	0	0	0	0	0	1	2	2	0	0
DNOV00018031	4643	7847	3305	3628	4277	2121	5988	4806	2896	2497	3045
DNOV00018032	4975	6653	3982	4580	4704	3254	6717	4656	3352	3310	3953
DNOV00018813	0	0	0	0	0	0	0	0	0	0	0
DNOV00005887	4	1	0	1	5	1	4	6	1	0	2
DNOV00005888	0	0	0	0	0	1	1	0	0	0	0
DNOV00005889	1	2	0	0	0	0	5	0	0	2	2
DNOV00005890	534	671	385	277	358	198	913	555	426	333	455
DNOV00005891	19	17	11	5	5	2	25	15	6	3	4
DNOV00005892	857	1133	450	611	781	464	1339	888	713	395	528
DNOV00005893	3	2	8	1	1	2	11	2	0	3	0
DNOV00005894	20	10	6	18	9	4	33	6	14	11	5
DNOV00005895	2	5	1	5	4	3	9	2	6	2	1
DNOV00005896	155	43	18	58	27	6	94	47	5	40	16
DNOV00005897	0	0	0	0	0	0	0	0	0	0	0
DNOV00005898	10	9	6	2	34	0	37	14	8	2	7
DNOV00005899	216	281	126	105	176	88	435	306	208	172	255
DNOV00005900	605	785	475	294	480	317	1052	656	556	447	558
DNOV00005901	76	86	106	97	80	77	229	120	44	116	87
DNOV00005902	0	0	0	0	0	0	0	0	0	0	0
DNOV00005903	97	67	85	14	17	14	33	31	18	8	20
DNOV00005904	311	322	176	107	123	101	417	279	260	123	140
DNOV00005905	538	530	370	329	333	316	759	386	366	284	348
DNOV00005906	2229	2845	1570	1447	1831	1273	3777	2226	1742	1381	1787
DNOV00005907	85	113	30	24	40	32	90	72	40	31	49
DNOV00005908	648	815	438	359	448	361	942	533	467	434	444
DNOV00005909	0	3	0	1	1	0	1	1	0	0	0
DNOV00005910	0	0	0	0	0	0	0	2	0	0	2
DNOV00005911	17	28	14	22	16	13	29	31	18	8	17
DNOV00005912	978	1088	783	806	798	696	1591	994	783	641	772
DNOV00005913	10	3	6	12	2	8	12	6	5	6	10
DNOV00005914	16	22	16	15	15	7	21	18	17	16	11
DNOV00005915	1535	1984	1051	874	1122	729	2551	1851	1339	934	1225
DNOV00005916	3965	5289	3017	2522	3247	2120	6155	3863	3010	2461	2890
DNOV00005917	1622	2088	1182	1062	1254	927	2817	1905	1459	1060	1284
DNOV00005918	1095	1847	757	654	1112	679	1434	979	738	899	1188
DNOV00005919	16	7	1	5	3	2	21	15	3	3	9
DNOV00005920	72	85	45	39	49	19	112	55	64	31	57
DNOV00005921	1636	1781	1093	1001	1282	808	2426	1728	1246	1012	1175
DNOV00005922	21	5	8	0	5	5	7	2	3	3	5
DNOV00005923	1	2	0	0	0	0	1	3	0	0	0
DNOV00005924	1356	1495	945	556	894	586	1682	1110	969	468	639
DNOV00005925	171	289	105	102	155	106	306	185	124	104	155
DNOV00005926	2668	4421	1709	1525	2590	1483	4296	3427	2434	1612	2005
DNOV00005927	3	1	1	2	0	0	3	3	2	1	1
DNOV00005928	78	150	38	29	79	58	106	90	83	54	48
DNOV00005929	1	2	0	0	4	0	8	3	0	3	1
DNOV00005930	1245	1705	828	812	1182	698	1872	1312	931	807	1120
DNOV00005931	762	1001	520	405	630	403	1114	814	566	409	710
DNOV00005932	1372	1858	1056	782	1091	716	2600	1768	1394	1061	1350
DNOV00005933	12938	22280	7972	7160	13618	6945	28761	21301	13584	13270	19120
DNOV00005934	2768	3027	1908	1475	1943	1231	3926	2652	2070	1714	2150
DNOV00005935	7388	9338	5787	4246	6115	3588	12512	7693	6035	5572	6752
DNOV00005936	67	103	34	48	57	39	146	107	68	49	55
DNOV00005937	1143	1494	819	739	985	496	1712	1231	827	689	907
